texto; disc. token (%); disc. split (%); disc. etiquetas (%); numero de tokens para %;numero de tokens anotador 1; numero de tokens anotador 2; numero de split para %; numero de split anotador 1; numero de split anotador 2; POS disc. anotador1; POS disc. anotador2; pares discrepantes (POS anotador1 : POS anotador2);discrepancias POS (POS1 - token1 : POS2 - token2);
['es-S0210-48062006000900012-1.txt_tagged'];0,000;0,000;1,786;224;224;224;12;12;12;[('in - SPS00', 1), ('refractario - AQ0MS0', 1), ('Mayo - NCMS000', 1), ('alta - NCMS000', 1)];[('in - RG', 1), ('refractario - NCMS000', 1), ('Mayo - NP00000', 1), ('alta - AQ0FS0', 1)];[('[ SPS00 : RG ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1), ('[ NCMS000 : NP00000 ]', 1), ('[ NCMS000 : AQ0FS0 ]', 1)];['[ SPS00 - in : RG - in ]', '[ AQ0MS0 - refractario : NCMS000 - refractario ]', '[ NCMS000 - Mayo : NP00000 - Mayo ]', '[ NCMS000 - alta : AQ0FS0 - alta ]'];
['es-S1130-63432015000200008-1.txt_tagged'];0,000;0,000;0,711;422;422;422;21;21;21;[('Se - P03CN000', 1), ('derecho - AQ0MS0', 1), ('iniciándose - VMG0000+P00CN000', 1)];[('Se - P00CN000', 1), ('derecho - NCMS000', 1), ('iniciándose - VMG0000+PP3CN000', 1)];[('[ P03CN000 : P00CN000 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 1)];['[ P03CN000 - Se : P00CN000 - Se ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ VMG0000+P00CN000 - iniciándose : VMG0000+PP3CN000 - iniciándose ]'];
['es-S0004-06142005000900016-1.txt_tagged'];0,000;0,000;4,292;233;233;233;11;11;11;[('derecha - AQ0FS0', 6), ('objetiva - VMIP3S0', 1), ('derecho - AQ0MS0', 1), ('hemangioma - NCMS000', 1), ('alta - NCMS000', 1)];[('derecha - NCFS000', 6), ('objetiva - AQ0FS0', 1), ('derecho - NCMS000', 1), ('hemangioma - NCFS000', 1), ('alta - AQ0FS0', 1)];[('[ AQ0FS0 : NCFS000 ]', 6), ('[ VMIP3S0 : AQ0FS0 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1), ('[ NCMS000 : NCFS000 ]', 1), ('[ NCMS000 : AQ0FS0 ]', 1)];['[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ VMIP3S0 - objetiva : AQ0FS0 - objetiva ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ NCMS000 - hemangioma : NCFS000 - hemangioma ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ NCMS000 - alta : AQ0FS0 - alta ]'];
['S1134-80462009000800004-1.txt_tagged'];0,000;0,000;0,646;619;619;619;22;22;22;[('derecho - AQ0MS0', 1), ('basal - AQ0CP0', 1), ('Respecto - NCMS000', 1), ('alta - NCFS000', 1)];[('derecho - NCMS000', 1), ('basal - AQ0CS0', 1), ('Respecto - NP00000', 1), ('alta - AQ0FS0', 1)];[('[ AQ0MS0 : NCMS000 ]', 1), ('[ AQ0CP0 : AQ0CS0 ]', 1), ('[ NCMS000 : NP00000 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1)];['[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0CP0 - basal : AQ0CS0 - basal ]', '[ NCMS000 - Respecto : NP00000 - Respecto ]', '[ NCFS000 - alta : AQ0FS0 - alta ]'];
['S0365-66912004001100012-1.txt_tagged'];0,000;0,000;1,050;381;381;381;14;14;14;[('i - NC00000', 2), ('alta - NCFS000', 1), ('conservantes - NCMP000', 1)];[('i - NCFS000', 2), ('alta - AQ0FS0', 1), ('conservantes - AQ0CP0', 1)];[('[ NC00000 : NCFS000 ]', 2), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ NCMP000 : AQ0CP0 ]', 1)];['[ NC00000 - i : NCFS000 - i ]', '[ NC00000 - i : NCFS000 - i ]', '[ NCFS000 - alta : AQ0FS0 - alta ]', '[ NCMP000 - conservantes : AQ0CP0 - conservantes ]'];
['S1139-76322013000100010-1.txt_tagged'];0,000;0,000;0,383;261;261;261;7;7;7;[('ha - NC00000', 1)];[('ha - VAIP3S0', 1)];[('[ NC00000 : VAIP3S0 ]', 1)];['[ NC00000 - ha : VAIP3S0 - ha ]'];
['es-S0212-71992007001000007-1.txt_tagged'];0,000;0,000;1,333;525;525;525;27;27;27;[('Hb - NC00000', 1), ('Na - NC00000', 1), ('neutrófilo - AQ0MS0', 1), ('derecho - AQ0MS0', 1), ('pautándose - VMG0000+P00CN000', 1), ('A - NC00000', 1), ('tuberculostáticos - NCMP000', 1)];[('Hb - NP00000', 1), ('Na - NP00000', 1), ('neutrófilo - NCMS000', 1), ('derecho - NCMS000', 1), ('pautándose - VMG0000+PP3CN000', 1), ('A - SPS00', 1), ('tuberculostáticos - AQ0MP0', 1)];[('[ NC00000 : NP00000 ]', 2), ('[ AQ0MS0 : NCMS000 ]', 2), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 1), ('[ NC00000 : SPS00 ]', 1), ('[ NCMP000 : AQ0MP0 ]', 1)];['[ NC00000 - Hb : NP00000 - Hb ]', '[ NC00000 - Na : NP00000 - Na ]', '[ AQ0MS0 - neutrófilo : NCMS000 - neutrófilo ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ VMG0000+P00CN000 - pautándose : VMG0000+PP3CN000 - pautándose ]', '[ NC00000 - A : SPS00 - A ]', '[ NCMP000 - tuberculostáticos : AQ0MP0 - tuberculostáticos ]'];
['S0210-48062006000200017-1.txt_tagged'];0,000;0,000;1,066;469;469;469;24;24;24;[('Hemograma - NCMS000', 1), ('Ecografía - NCFS000', 1), ('Urografía - NCFS000', 1), ('Cistoscopia - NCFS000', 1), ('A - NC00000', 1)];[('Hemograma - NP00000', 1), ('Ecografía - NP00000', 1), ('Urografía - NP00000', 1), ('Cistoscopia - NP00000', 1), ('A - SPS00', 1)];[('[ NCFS000 : NP00000 ]', 3), ('[ NCMS000 : NP00000 ]', 1), ('[ NC00000 : SPS00 ]', 1)];['[ NCMS000 - Hemograma : NP00000 - Hemograma ]', '[ NCFS000 - Ecografía : NP00000 - Ecografía ]', '[ NCFS000 - Urografía : NP00000 - Urografía ]', '[ NCFS000 - Cistoscopia : NP00000 - Cistoscopia ]', '[ NC00000 - A : SPS00 - A ]'];
['es-S0212-16112007000600015-1.txt_tagged'];0,210;0,000;2,101;476;477;476;19;19;19;[('conforme - RG', 2), ('Femenino - NCMS000', 1), ('destacándose - VMG0000+P00CN000', 1), ('Gasto - NCMS000', 1), ('Reposo - NCMS000', 1), ('agregándose - VMG0000+P00CN000', 1), ('teórico - AQ0MS0', 1), ('Posterior - AQ0CS0', 1), ('mínima - AQ0FS0', 1)];[('Femenino - NP00000', 1), ('destacándose - VMG0000+PP3CN000', 1), ('Gasto_Energético - NP00000', 1), ('Reposo - NP00000', 1), ('agregándose - VMG0000+PP3CN000', 1), ('teórico - NCMS000', 1), ('conforme - AQ0CS0', 1), ('Posterior - NP00000', 1), ('mínima - NCFS000', 1), ('conforme - VMSP1S0', 1)];[('[ NCMS000 : NP00000 ]', 3), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 2), ('[ AQ0MS0 : NCMS000 ]', 1), ('[ RG : AQ0CS0 ]', 1), ('[ AQ0CS0 : NP00000 ]', 1), ('[ AQ0FS0 : NCFS000 ]', 1), ('[ RG : VMSP1S0 ]', 1)];['[ NCMS000 - Femenino : NP00000 - Femenino ]', '[ VMG0000+P00CN000 - destacándose : VMG0000+PP3CN000 - destacándose ]', '[ NCMS000 - Gasto : NP00000 - Gasto_Energético ]', '[ NCMS000 - Reposo : NP00000 - Reposo ]', '[ VMG0000+P00CN000 - agregándose : VMG0000+PP3CN000 - agregándose ]', '[ AQ0MS0 - teórico : NCMS000 - teórico ]', '[ RG - conforme : AQ0CS0 - conforme ]', '[ AQ0CS0 - Posterior : NP00000 - Posterior ]', '[ AQ0FS0 - mínima : NCFS000 - mínima ]', '[ RG - conforme : VMSP1S0 - conforme ]'];
['S0211-69952013000700025-1.txt_tagged'];0,000;0,000;0,667;450;450;450;15;15;15;[('A - NC00000', 2), ('paciente - AQ0CS0', 1)];[('A - SPS00', 2), ('paciente - NCCS000', 1)];[('[ NC00000 : SPS00 ]', 2), ('[ AQ0CS0 : NCCS000 ]', 1)];['[ AQ0CS0 - paciente : NCCS000 - paciente ]', '[ NC00000 - A : SPS00 - A ]', '[ NC00000 - A : SPS00 - A ]'];
['S0365-66912012000800004-1.txt_tagged'];0,000;0,000;1,493;402;402;402;12;12;12;[('hemovítreo - NCMS000', 1), ('confirmándose - VMG0000+P00CN000', 1), ('quirúrgicamente1 - RG', 1), ('adelfo - NCMS000', 1), ('observándose - VMG0000+P00CN000', 1), ('sellarse - VMN0000+P00CN000', 1)];[('hemovítreo - AQ0MS0', 1), ('confirmándose - VMG0000+PP3CN000', 1), ('quirúrgicamente1 - NC00000', 1), ('adelfo - AQ0MS0', 1), ('observándose - VMG0000+PP3CN000', 1), ('sellarse - VMN0000+PP3CN000', 1)];[('[ NCMS000 : AQ0MS0 ]', 2), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 2), ('[ RG : NC00000 ]', 1), ('[ VMN0000+P00CN000 : VMN0000+PP3CN000 ]', 1)];['[ NCMS000 - hemovítreo : AQ0MS0 - hemovítreo ]', '[ VMG0000+P00CN000 - confirmándose : VMG0000+PP3CN000 - confirmándose ]', '[ RG - quirúrgicamente1 : NC00000 - quirúrgicamente1 ]', '[ NCMS000 - adelfo : AQ0MS0 - adelfo ]', '[ VMG0000+P00CN000 - observándose : VMG0000+PP3CN000 - observándose ]', '[ VMN0000+P00CN000 - sellarse : VMN0000+PP3CN000 - sellarse ]'];
['S1139-76322013000100009-1.txt_tagged'];0,000;0,000;0,930;215;215;215;10;10;10;[('Padres - NCMS000', 1), ('resolverse - VMN0000+P00CN000', 1)];[('Padres - NP00000', 1), ('resolverse - VMN0000+PP3CN000', 1)];[('[ NCMS000 : NP00000 ]', 1), ('[ VMN0000+P00CN000 : VMN0000+PP3CN000 ]', 1)];['[ NCMS000 - Padres : NP00000 - Padres ]', '[ VMN0000+P00CN000 - resolverse : VMN0000+PP3CN000 - resolverse ]'];
['es-S1130-05582014000400006-1.txt_tagged'];0,215;0,000;1,288;466;468;468;11;11;11;[('V - Z', 1), ('Unidad_de_Cirugía_Bucal_y_Maxilofacial - NP00000', 1), ('d - NC00000', 1), ('basal - AQ0CP0', 1), ('alta - NCFS000', 1), ('médica - AQ0FS0', 1)];[('V - NC00000', 1), ('Unidad_de_Cirugía_Bucal - NP00000', 1), ('d - NCFS000', 1), ('basal - AQ0CS0', 1), ('alta - AQ0FS0', 1), ('médica - NCFS000', 1)];[('[ Z : NC00000 ]', 1), ('[ NP00000 : NP00000 ]', 1), ('[ NC00000 : NCFS000 ]', 1), ('[ AQ0CP0 : AQ0CS0 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ AQ0FS0 : NCFS000 ]', 1)];['[ Z - V : NC00000 - V ]', '[ NP00000 - Unidad_de_Cirugía_Bucal_y_Maxilofacial : NP00000 - Unidad_de_Cirugía_Bucal ]', '[ NC00000 - d : NCFS000 - d ]', '[ AQ0CP0 - basal : AQ0CS0 - basal ]', '[ NCFS000 - alta : AQ0FS0 - alta ]', '[ AQ0FS0 - médica : NCFS000 - médica ]'];
['es-S1130-01082007000400016-1.txt_tagged'];0,000;0,000;0,545;367;367;367;13;13;13;[('coma - NCMS000', 1), ('establecerse - VMN0000+P00CN000', 1)];[('coma - NCCS000', 1), ('establecerse - VMN0000+PP3CN000', 1)];[('[ NCMS000 : NCCS000 ]', 1), ('[ VMN0000+P00CN000 : VMN0000+PP3CN000 ]', 1)];['[ NCMS000 - coma : NCCS000 - coma ]', '[ VMN0000+P00CN000 - establecerse : VMN0000+PP3CN000 - establecerse ]'];
['es-S0212-16112009000300015-1.txt_tagged'];0,000;0,000;0,787;254;254;254;12;12;12;[('realizándose - VMG0000+P00CN000', 1), ('infundiéndose - VMG0000+P00CN000', 1)];[('realizándose - VMG0000+PP3CN000', 1), ('infundiéndose - VMG0000+PP3CN000', 1)];[('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 2)];['[ VMG0000+P00CN000 - realizándose : VMG0000+PP3CN000 - realizándose ]', '[ VMG0000+P00CN000 - infundiéndose : VMG0000+PP3CN000 - infundiéndose ]'];
['S0378-48352006000300008-1.txt_tagged'];0,000;0,000;1,266;237;237;237;11;11;11;[('junto - RG', 1), ('analítica - NCFS000', 1), ('toracoabdominal - AQ0CS', 1)];[('junto - AQ0MS0', 1), ('analítica - AQ0FS0', 1), ('toracoabdominal - AQ0CS0', 1)];[('[ RG : AQ0MS0 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ AQ0CS : AQ0CS0 ]', 1)];['[ RG - junto : AQ0MS0 - junto ]', '[ NCFS000 - analítica : AQ0FS0 - analítica ]', '[ AQ0CS - toracoabdominal : AQ0CS0 - toracoabdominal ]'];
['es-S1137-66272009000100013-1.txt_tagged'];0,000;0,000;1,099;455;455;455;22;22;22;[('derecha - AQ0FS0', 2), ('I - Z', 1), ('CTDIvol - NC00000', 1), ('izquierda - AQ0FS0', 1)];[('derecha - NCFS000', 2), ('I - NC00000', 1), ('CTDIvol - NP00000', 1), ('izquierda - NCFS000', 1)];[('[ AQ0FS0 : NCFS000 ]', 3), ('[ Z : NC00000 ]', 1), ('[ NC00000 : NP00000 ]', 1)];['[ Z - I : NC00000 - I ]', '[ NC00000 - CTDIvol : NP00000 - CTDIvol ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]'];
['es-S0212-16112005000400011-1.txt_tagged'];0,229;0,000;3,211;436;438;436;14;14;14;[('iniciándose - VMG0000+P00CN000', 2), ('Servicio_de_Digestivo - NP00000', 1), ('subtotal - AQ0CS0', 1), ('I - Z', 1), ('A - NC00000', 1), ('Complicaciones - NCFP000', 1), ('decidiéndose - VMG0000+P00CN000', 1), ('detectándose - VMG0000+P00CN000', 1), ('A - SPS000', 1), ('colangitis - NCFN000', 1), ('administrándose - VMG0000+P00CN000', 1), ('que - CS', 1), ('paciente - AQ0CS0', 1)];[('iniciándose - VMG0000+PP3CN000', 2), ('A - SPS00', 2), ('Servicio_de_Digestivo_del_Hospital_Son_Dureta - NP00000', 1), ('subtotal - NCMS000', 1), ('I - NC00000', 1), ('Complicaciones - NP00000', 1), ('decidiéndose - VMG0000+PP3CN000', 1), ('detectándose - VMG0000+PP3CN000', 1), ('colangitis - NCFS000', 1), ('administrándose - VMG0000+PP3CN000', 1), ('que - PR0CN000', 1), ('paciente - NCCS000', 1)];[('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 5), ('[ NP00000 : NP00000 ]', 1), ('[ AQ0CS0 : NCMS000 ]', 1), ('[ Z : NC00000 ]', 1), ('[ NC00000 : SPS00 ]', 1), ('[ NCFP000 : NP00000 ]', 1), ('[ SPS000 : SPS00 ]', 1), ('[ NCFN000 : NCFS000 ]', 1), ('[ CS : PR0CN000 ]', 1), ('[ AQ0CS0 : NCCS000 ]', 1)];['[ NP00000 - Servicio_de_Digestivo : NP00000 - Servicio_de_Digestivo_del_Hospital_Son_Dureta ]', '[ AQ0CS0 - subtotal : NCMS000 - subtotal ]', '[ VMG0000+P00CN000 - iniciándose : VMG0000+PP3CN000 - iniciándose ]', '[ Z - I : NC00000 - I ]', '[ NC00000 - A : SPS00 - A ]', '[ NCFP000 - Complicaciones : NP00000 - Complicaciones ]', '[ VMG0000+P00CN000 - decidiéndose : VMG0000+PP3CN000 - decidiéndose ]', '[ VMG0000+P00CN000 - iniciándose : VMG0000+PP3CN000 - iniciándose ]', '[ VMG0000+P00CN000 - detectándose : VMG0000+PP3CN000 - detectándose ]', '[ SPS000 - A : SPS00 - A ]', '[ NCFN000 - colangitis : NCFS000 - colangitis ]', '[ VMG0000+P00CN000 - administrándose : VMG0000+PP3CN000 - administrándose ]', '[ CS - que : PR0CN000 - que ]', '[ AQ0CS0 - paciente : NCCS000 - paciente ]'];
['S0004-06142006000600012-1.txt_tagged'];0,000;0,000;3,049;328;328;328;20;20;20;[('derecha - AQ0FS0', 4), ('derecho - AQ0MS0', 3), ('palpándose - VMG0000+P00CN000', 1), ('Invasión - NCFS000', 1), ('Riñón - NCMS000', 1)];[('derecha - NCFS000', 4), ('derecho - NCMS000', 3), ('palpándose - VMG0000+PP3CN000', 1), ('Invasión - NP00000', 1), ('Riñón - NP00000', 1)];[('[ AQ0FS0 : NCFS000 ]', 4), ('[ AQ0MS0 : NCMS000 ]', 3), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 1), ('[ NCFS000 : NP00000 ]', 1), ('[ NCMS000 : NP00000 ]', 1)];['[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ VMG0000+P00CN000 - palpándose : VMG0000+PP3CN000 - palpándose ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ NCFS000 - Invasión : NP00000 - Invasión ]', '[ NCMS000 - Riñón : NP00000 - Riñón ]'];
['es-S0004-06142005001000011-1.txt_tagged'];0,193;0,000;1,734;519;520;519;17;17;17;[('derecha - AQ0FS0', 2), ('Kg - NC00000', 2), ('IgA - NC00000', 1), ('asociada - VMP00SF', 1), ('test - NCMN000', 1), ('HTLV-I - NC00000', 1), ('6 - Z', 1)];[('derecha - NCFS000', 2), ('Kg - NP00000', 2), ('IgA - NP00000', 1), ('asociada - NCFS000', 1), ('test - NCMS000', 1), ('HTLV-I - NP00000', 1), ('6- - Z', 1)];[('[ NC00000 : NP00000 ]', 4), ('[ AQ0FS0 : NCFS000 ]', 2), ('[ VMP00SF : NCFS000 ]', 1), ('[ NCMN000 : NCMS000 ]', 1), ('[ Z : Z ]', 1)];['[ NC00000 - IgA : NP00000 - IgA ]', '[ VMP00SF - asociada : NCFS000 - asociada ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ NC00000 - Kg : NP00000 - Kg ]', '[ NC00000 - Kg : NP00000 - Kg ]', '[ NCMN000 - test : NCMS000 - test ]', '[ NC00000 - HTLV-I : NP00000 - HTLV-I ]', '[ Z - 6 : Z - 6- ]'];
['S0365-66912012001100004-5.txt_tagged'];0,000;0,000;0,893;112;112;112;2;2;2;[('romperse - VMN0000+P00CN000', 1)];[('romperse - VMN0000+PP3CN000', 1)];[('[ VMN0000+P00CN000 : VMN0000+PP3CN000 ]', 1)];['[ VMN0000+P00CN000 - romperse : VMN0000+PP3CN000 - romperse ]'];
['S0378-48352006000400006-1.txt_tagged'];0,271;8,333;2,981;369;371;369;12;12;11;[('realizándose - VMG0000+P00CN000', 2), ('objetivándose - VMG0000+P00CN000', 2), ('mas - RG', 1), ('I - Z', 1), ('Estadío_Ib - NCMS000', 1), ('visualizándose - VMG0000+P00CN000', 1), ('izquierda - AQ0FS0', 1), ('positivo - AQ0MS0', 1), ('tratándose - VMG0000+P00CN000', 1)];[('realizándose - VMG0000+PP3CN000', 2), ('objetivándose - VMG0000+PP3CN000', 2), ('mas - NC00000', 1), ('I - NC00000', 1), ('Estadío_Ib._Posteriormente - NP00000', 1), ('visualizándose - VMG0000+PP3CN000', 1), ('izquierda - NCFS000', 1), ('positivo - NCMS000', 1), ('tratándose - VMG0000+PP3CN000', 1)];[('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 6), ('[ RG : NC00000 ]', 1), ('[ Z : NC00000 ]', 1), ('[ NCMS000 : NP00000 ]', 1), ('[ AQ0FS0 : NCFS000 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1)];['[ VMG0000+P00CN000 - realizándose : VMG0000+PP3CN000 - realizándose ]', '[ RG - mas : NC00000 - mas ]', '[ VMG0000+P00CN000 - objetivándose : VMG0000+PP3CN000 - objetivándose ]', '[ Z - I : NC00000 - I ]', '[ NCMS000 - Estadío_Ib : NP00000 - Estadío_Ib._Posteriormente ]', '[ VMG0000+P00CN000 - visualizándose : VMG0000+PP3CN000 - visualizándose ]', '[ VMG0000+P00CN000 - realizándose : VMG0000+PP3CN000 - realizándose ]', '[ VMG0000+P00CN000 - objetivándose : VMG0000+PP3CN000 - objetivándose ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ AQ0MS0 - positivo : NCMS000 - positivo ]', '[ VMG0000+P00CN000 - tratándose : VMG0000+PP3CN000 - tratándose ]'];
['S1134-80462009000800005-1.txt_tagged'];0,000;0,000;0,456;658;658;658;23;23;23;[('V - Z', 2), ('paciente - AQ0CS0', 1)];[('V - NC00000', 2), ('paciente - NCCS000', 1)];[('[ Z : NC00000 ]', 2), ('[ AQ0CS0 : NCCS000 ]', 1)];['[ Z - V : NC00000 - V ]', '[ Z - V : NC00000 - V ]', '[ AQ0CS0 - paciente : NCCS000 - paciente ]'];
['S1139-76322011000300007-2.txt_tagged'];0,000;0,000;0,000;145;145;145;9;9;9;[];[];[];[];
['es-S0004-06142005001000016-1.txt_tagged'];0,000;0,000;0,000;176;176;176;8;8;8;[];[];[];[];
['S1139-76322012000300009-1.txt_tagged'];0,000;0,000;1,634;306;306;306;11;11;11;[('derecho - AQ0MS0', 2), ('derecha - AQ0FS0', 1), ('lisa - AQ0FS0', 1), ('amarillo - AQ0MS0', 1)];[('derecho - NCMS000', 2), ('derecha - NCFS000', 1), ('lisa - NCFS000', 1), ('amarillo - NCMS000', 1)];[('[ AQ0MS0 : NCMS000 ]', 3), ('[ AQ0FS0 : NCFS000 ]', 2)];['[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0FS0 - lisa : NCFS000 - lisa ]', '[ AQ0MS0 - amarillo : NCMS000 - amarillo ]'];
['S1130-05582005000300007-1.txt_tagged'];0,215;12,500;2,581;465;465;468;16;14;16;[('positivo - AQ0MS0', 4), ('Positivo - AQ0MS0', 3), ('Carga - NCFS000', 1), ('Población - NCFS000', 1), ('Cociente - NCMS000', 1), ('portador - NCMS000', 1), ('i.m. - NC00000', 1)];[('positivo - NCMS000', 4), ('Positivo - NP00000', 2), ('Carga - NP00000', 1), ('Población - NP00000', 1), ('Cociente - NP00000', 1), ('Positivo - NCMS000', 1), ('portador - AQ0MS0', 1), ('i - NCFS000', 1)];[('[ AQ0MS0 : NCMS000 ]', 5), ('[ NCFS000 : NP00000 ]', 2), ('[ AQ0MS0 : NP00000 ]', 2), ('[ NCMS000 : NP00000 ]', 1), ('[ NCMS000 : AQ0MS0 ]', 1), ('[ NC00000 : NCFS000 ]', 1)];['[ AQ0MS0 - positivo : NCMS000 - positivo ]', '[ AQ0MS0 - positivo : NCMS000 - positivo ]', '[ AQ0MS0 - positivo : NCMS000 - positivo ]', '[ AQ0MS0 - positivo : NCMS000 - positivo ]', '[ NCFS000 - Carga : NP00000 - Carga ]', '[ NCFS000 - Población : NP00000 - Población ]', '[ NCMS000 - Cociente : NP00000 - Cociente ]', '[ AQ0MS0 - Positivo : NP00000 - Positivo ]', '[ AQ0MS0 - Positivo : NP00000 - Positivo ]', '[ AQ0MS0 - Positivo : NCMS000 - Positivo ]', '[ NCMS000 - portador : AQ0MS0 - portador ]', '[ NC00000 - i.m. : NCFS000 - i ]'];
['S0211-69952014000100016-1.txt_tagged'];0,000;0,000;1,020;490;490;490;21;21;21;[('derecho - AQ0MS0', 2), ('terminal - AQ0CS0', 1), ('derechos - AQ0MP0', 1), ('alta - NCFS000', 1)];[('derecho - NCMS000', 2), ('terminal - NCCS000', 1), ('derechos - NCMP000', 1), ('alta - AQ0FS0', 1)];[('[ AQ0MS0 : NCMS000 ]', 2), ('[ AQ0CS0 : NCCS000 ]', 1), ('[ AQ0MP0 : NCMP000 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1)];['[ AQ0CS0 - terminal : NCCS000 - terminal ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0MP0 - derechos : NCMP000 - derechos ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ NCFS000 - alta : AQ0FS0 - alta ]'];
['es-S0365-66912008000100009-3.txt_tagged'];0,000;0,000;0,465;215;215;215;8;8;8;[('resolverse - VMN0000+P00CN000', 1)];[('resolverse - VMN0000+PP3CN000', 1)];[('[ VMN0000+P00CN000 : VMN0000+PP3CN000 ]', 1)];['[ VMN0000+P00CN000 - resolverse : VMN0000+PP3CN000 - resolverse ]'];
['S0004-06142006000700012-1.txt_tagged'];0,000;0,000;1,013;395;395;395;12;12;12;[('negativa - AQ0FS0', 2), ('mismo - PI0MS000', 1), ('instaurándose - VMG0000+P00CN000', 1)];[('negativa - NCFS000', 2), ('mismo - AQ0MS0', 1), ('instaurándose - VMG0000+PP3CN000', 1)];[('[ AQ0FS0 : NCFS000 ]', 2), ('[ PI0MS000 : AQ0MS0 ]', 1), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 1)];['[ AQ0FS0 - negativa : NCFS000 - negativa ]', '[ PI0MS000 - mismo : AQ0MS0 - mismo ]', '[ VMG0000+P00CN000 - instaurándose : VMG0000+PP3CN000 - instaurándose ]', '[ AQ0FS0 - negativa : NCFS000 - negativa ]'];
['es-S1130-05582014000300006-1.txt_tagged'];0,000;0,000;1,554;386;386;386;12;12;12;[('postoperatoria3 - AQ0FS0', 1), ('junto - RG', 1), ('relleno - NCMS000', 1), ('demostrándose - VMG0000+P00CN000', 1), ('integrum - AQ0CS0', 1), ('denervación-reinervación - NCFS000', 1)];[('postoperatoria3 - NC00000', 1), ('junto - VMIP1S0', 1), ('relleno - AQ0MS0', 1), ('demostrándose - VMG0000+PP3CN000', 1), ('integrum - NC00000', 1), ('denervación-reinervación - NC00000', 1)];[('[ AQ0FS0 : NC00000 ]', 1), ('[ RG : VMIP1S0 ]', 1), ('[ NCMS000 : AQ0MS0 ]', 1), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 1), ('[ AQ0CS0 : NC00000 ]', 1), ('[ NCFS000 : NC00000 ]', 1)];['[ AQ0FS0 - postoperatoria3 : NC00000 - postoperatoria3 ]', '[ RG - junto : VMIP1S0 - junto ]', '[ NCMS000 - relleno : AQ0MS0 - relleno ]', '[ VMG0000+P00CN000 - demostrándose : VMG0000+PP3CN000 - demostrándose ]', '[ AQ0CS0 - integrum : NC00000 - integrum ]', '[ NCFS000 - denervación-reinervación : NC00000 - denervación-reinervación ]'];
