texto; disc. token (%); disc. split (%); disc. etiquetas (%); numero de tokens para %;numero de tokens anotador 1; numero de tokens anotador 2; numero de split para %; numero de split anotador 1; numero de split anotador 2; POS disc. anotador1; POS disc. anotador2; pares discrepantes (POS anotador1 : POS anotador2);discrepancias POS (POS1 - token1 : POS2 - token2);
['es-S1130-05582014000400006-1.txt_tagged'];0,215;0,000;1,502;466;468;468;11;11;11;[('paciente - AQ0CS0', 1), ('masculino - NCMS000', 1), ('V - Z', 1), ('Unidad_de_Cirugía_Bucal_y_Maxilofacial - NP00000', 1), ('basal - AQ0CP0', 1), ('alta - NCFS000', 1), ('médica - AQ0FS0', 1)];[('paciente - NCCS000', 1), ('masculino - AQ0MS0', 1), ('V - NC00000', 1), ('Unidad_de_Cirugía_Bucal - NP00000', 1), ('basal - AQ0CS0', 1), ('alta - AQ0FS0', 1), ('médica - NCFS000', 1)];[('[ AQ0CS0 : NCCS000 ]', 1), ('[ NCMS000 : AQ0MS0 ]', 1), ('[ Z : NC00000 ]', 1), ('[ NP00000 : NP00000 ]', 1), ('[ AQ0CP0 : AQ0CS0 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ AQ0FS0 : NCFS000 ]', 1)];['[ AQ0CS0 - paciente : NCCS000 - paciente ]', '[ NCMS000 - masculino : AQ0MS0 - masculino ]', '[ Z - V : NC00000 - V ]', '[ NP00000 - Unidad_de_Cirugía_Bucal_y_Maxilofacial : NP00000 - Unidad_de_Cirugía_Bucal ]', '[ AQ0CP0 - basal : AQ0CS0 - basal ]', '[ NCFS000 - alta : AQ0FS0 - alta ]', '[ AQ0FS0 - médica : NCFS000 - médica ]'];
['es-S1130-01082007000400016-1.txt_tagged'];0,000;0,000;0,272;367;367;367;13;13;13;[('x - NCFS000', 1)];[('x - SPS00', 1)];[('[ NCFS000 : SPS00 ]', 1)];['[ NCFS000 - x : SPS00 - x ]'];
['es-S0212-16112009000300015-1.txt_tagged'];0,000;0,000;0,394;254;254;254;12;12;12;[('largo - AQ0MS0', 1)];[('largo - RG', 1)];[('[ AQ0MS0 : RG ]', 1)];['[ AQ0MS0 - largo : RG - largo ]'];
['S0378-48352006000300008-1.txt_tagged'];0,000;0,000;0,844;237;237;237;11;11;11;[('junto - RG', 1), ('toracoabdominal - AQ0CS', 1)];[('junto - AQ0MS0', 1), ('toracoabdominal - AQ0CS0', 1)];[('[ RG : AQ0MS0 ]', 1), ('[ AQ0CS : AQ0CS0 ]', 1)];['[ RG - junto : AQ0MS0 - junto ]', '[ AQ0CS - toracoabdominal : AQ0CS0 - toracoabdominal ]'];
['es-S1137-66272009000100013-1.txt_tagged'];0,000;0,000;0,659;455;455;455;22;22;22;[('derecha - AQ0FS0', 2), ('I - Z', 1)];[('derecha - NCFS000', 2), ('I - NC00000', 1)];[('[ AQ0FS0 : NCFS000 ]', 2), ('[ Z : NC00000 ]', 1)];['[ Z - I : NC00000 - I ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]'];
['es-S0212-16112005000400011-1.txt_tagged'];0,229;0,000;0,917;436;438;436;14;14;14;[('Servicio_de_Digestivo - NCMS000', 1), ('subtotal - AQCS0', 1), ('I - Z', 1), ('paciente - AQ0CS0', 1)];[('Servicio_de_Digestivo_del_Hospital_Son_Dureta - NP00000', 1), ('subtotal - NCMS000', 1), ('I - NC00000', 1), ('paciente - NCCS000', 1)];[('[ NCMS000 : NP00000 ]', 1), ('[ AQCS0 : NCMS000 ]', 1), ('[ Z : NC00000 ]', 1), ('[ AQ0CS0 : NCCS000 ]', 1)];['[ NCMS000 - Servicio_de_Digestivo : NP00000 - Servicio_de_Digestivo_del_Hospital_Son_Dureta ]', '[ AQCS0 - subtotal : NCMS000 - subtotal ]', '[ Z - I : NC00000 - I ]', '[ AQ0CS0 - paciente : NCCS000 - paciente ]'];
['S0004-06142006000600012-1.txt_tagged'];0,000;0,000;3,049;328;328;328;20;20;20;[('derecha - AQ0FS0', 4), ('derecho - AQ0MS0', 2), ('externa - VMIP3S0', 1), ('Invasión - NCFS000', 1), ('Riñón - NCMS000', 1), ('Arterio - NCMS000', 1)];[('derecha - NCFS000', 4), ('derecho - NCMS000', 2), ('externa - NCFS000', 1), ('Invasión - NP00000', 1), ('Riñón - NP00000', 1), ('Arterio - AQ00000', 1)];[('[ AQ0FS0 : NCFS000 ]', 4), ('[ AQ0MS0 : NCMS000 ]', 2), ('[ VMIP3S0 : NCFS000 ]', 1), ('[ NCFS000 : NP00000 ]', 1), ('[ NCMS000 : NP00000 ]', 1), ('[ NCMS000 : AQ00000 ]', 1)];['[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ VMIP3S0 - externa : NCFS000 - externa ]', '[ NCFS000 - Invasión : NP00000 - Invasión ]', '[ NCMS000 - Riñón : NP00000 - Riñón ]', '[ NCMS000 - Arterio : AQ00000 - Arterio ]'];
['es-S0004-06142005001000011-1.txt_tagged'];0,193;0,000;1,927;519;520;519;17;17;17;[('Kg - NC00000', 2), ('asociada - AQ0FS0', 1), ('coronaria - NCFS000', 1), ('derecha - AQ0FS0', 1), ('motor - AQ0MS0', 1), ('test - NCMP000', 1), ('HTLV-I - NC00000', 1), ('6 - Z', 1), ('ha - NC00000', 1)];[('Kg - NP00000', 2), ('asociada - NCFS000', 1), ('coronaria - AQ0FS0', 1), ('derecha - NCFS000', 1), ('motor - NCMS000', 1), ('test - NCMS000', 1), ('HTLV-I - NP00000', 1), ('6- - Z', 1), ('ha - VAIP3S0', 1)];[('[ NC00000 : NP00000 ]', 3), ('[ AQ0FS0 : NCFS000 ]', 2), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1), ('[ NCMP000 : NCMS000 ]', 1), ('[ Z : Z ]', 1), ('[ NC00000 : VAIP3S0 ]', 1)];['[ AQ0FS0 - asociada : NCFS000 - asociada ]', '[ NCFS000 - coronaria : AQ0FS0 - coronaria ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ NC00000 - Kg : NP00000 - Kg ]', '[ NC00000 - Kg : NP00000 - Kg ]', '[ AQ0MS0 - motor : NCMS000 - motor ]', '[ NCMP000 - test : NCMS000 - test ]', '[ NC00000 - HTLV-I : NP00000 - HTLV-I ]', '[ Z - 6 : Z - 6- ]', '[ NC00000 - ha : VAIP3S0 - ha ]'];
['S0365-66912012001100004-5.txt_tagged'];0,000;0,000;0,000;112;112;112;2;2;2;[];[];[];[];
['S0378-48352006000400006-1.txt_tagged'];0,271;8,333;1,626;369;371;369;12;12;11;[('temporal - AQ0CS0', 1), ('mas - RG', 1), ('I - Z', 1), ('Estadío_Ib - NCMS000', 1), ('Biopsia - NCFS000', 1), ('izquierda - AQ0FS0', 1)];[('temporal - NCMS000', 1), ('mas - NC00000', 1), ('I - NC00000', 1), ('Estadío_Ib._Posteriormente - NP00000', 1), ('Biopsia - NP00000', 1), ('izquierda - NCFS000', 1)];[('[ AQ0CS0 : NCMS000 ]', 1), ('[ RG : NC00000 ]', 1), ('[ Z : NC00000 ]', 1), ('[ NCMS000 : NP00000 ]', 1), ('[ NCFS000 : NP00000 ]', 1), ('[ AQ0FS0 : NCFS000 ]', 1)];['[ AQ0CS0 - temporal : NCMS000 - temporal ]', '[ RG - mas : NC00000 - mas ]', '[ Z - I : NC00000 - I ]', '[ NCMS000 - Estadío_Ib : NP00000 - Estadío_Ib._Posteriormente ]', '[ NCFS000 - Biopsia : NP00000 - Biopsia ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]'];
['S1134-80462009000800005-1.txt_tagged'];0,000;0,000;0,152;658;658;658;23;23;23;[('paciente - AQ0CS0', 1)];[('paciente - NCCS000', 1)];[('[ AQ0CS0 : NCCS000 ]', 1)];['[ AQ0CS0 - paciente : NCCS000 - paciente ]'];
['S1139-76322011000300007-2.txt_tagged'];0,000;0,000;0,000;145;145;145;9;9;9;[];[];[];[];
['es-S0004-06142005001000016-1.txt_tagged'];0,000;0,000;0,568;176;176;176;8;8;8;[('derecha - AQ0FS0', 1)];[('derecha - NCFS000', 1)];[('[ AQ0FS0 : NCFS000 ]', 1)];['[ AQ0FS0 - derecha : NCFS000 - derecha ]'];
['S1139-76322012000300009-1.txt_tagged'];0,000;0,000;2,288;306;306;306;11;11;11;[('derecho - AQ0MS0', 2), ('derecha - AQ0FS0', 1), ('reflejo - AQ0MS0', 1), ('lisa - AQ0FS0', 1), ('líquido - NCMS000', 1), ('amarillo - AQ0MS0', 1)];[('derecho - NCMS000', 2), ('derecha - NCFS000', 1), ('reflejo - NCMS000', 1), ('lisa - NCFS000', 1), ('líquido - AQ0MS0', 1), ('amarillo - NCMS000', 1)];[('[ AQ0MS0 : NCMS000 ]', 4), ('[ AQ0FS0 : NCFS000 ]', 2), ('[ NCMS000 : AQ0MS0 ]', 1)];['[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0MS0 - reflejo : NCMS000 - reflejo ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0FS0 - lisa : NCFS000 - lisa ]', '[ NCMS000 - líquido : AQ0MS0 - líquido ]', '[ AQ0MS0 - amarillo : NCMS000 - amarillo ]'];
['S1130-05582005000300007-1.txt_tagged'];0,000;12,500;2,564;468;468;468;16;14;16;[('positivo - AQ0MS0', 4), ('Positivo - AQ0MS0', 3), ('Población - NCFS000', 1), ('Cociente - NCMS000', 1), ('Mantoux - NP00000', 1), ('paciente - AQ0CS0', 1), ('portador - NCMS000', 1)];[('positivo - NCMS000', 4), ('Positivo - NP00000', 2), ('Población - NP00000', 1), ('Cociente - NP00000', 1), ('Positivo - NCMS000', 1), ('Mantoux - NC00000', 1), ('paciente - NCCS000', 1), ('portador - AQ0MS0', 1)];[('[ AQ0MS0 : NCMS000 ]', 5), ('[ AQ0MS0 : NP00000 ]', 2), ('[ NCFS000 : NP00000 ]', 1), ('[ NCMS000 : NP00000 ]', 1), ('[ NP00000 : NC00000 ]', 1), ('[ AQ0CS0 : NCCS000 ]', 1), ('[ NCMS000 : AQ0MS0 ]', 1)];['[ AQ0MS0 - positivo : NCMS000 - positivo ]', '[ AQ0MS0 - positivo : NCMS000 - positivo ]', '[ AQ0MS0 - positivo : NCMS000 - positivo ]', '[ AQ0MS0 - positivo : NCMS000 - positivo ]', '[ NCFS000 - Población : NP00000 - Población ]', '[ NCMS000 - Cociente : NP00000 - Cociente ]', '[ AQ0MS0 - Positivo : NP00000 - Positivo ]', '[ AQ0MS0 - Positivo : NP00000 - Positivo ]', '[ AQ0MS0 - Positivo : NCMS000 - Positivo ]', '[ NP00000 - Mantoux : NC00000 - Mantoux ]', '[ AQ0CS0 - paciente : NCCS000 - paciente ]', '[ NCMS000 - portador : AQ0MS0 - portador ]'];
['S0211-69952014000100016-1.txt_tagged'];0,000;0,000;0,816;490;490;490;21;21;21;[('derecho - AQ0MS0', 2), ('derechos - AQ0MP0', 1), ('alta - NCFS000', 1)];[('derecho - NCMS000', 2), ('derechos - NCMP000', 1), ('alta - AQ0FS0', 1)];[('[ AQ0MS0 : NCMS000 ]', 2), ('[ AQ0MP0 : NCMP000 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1)];['[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0MP0 - derechos : NCMP000 - derechos ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ NCFS000 - alta : AQ0FS0 - alta ]'];
['es-S0365-66912008000100009-3.txt_tagged'];0,000;0,000;0,000;215;215;215;8;8;8;[];[];[];[];
['S0004-06142006000700012-1.txt_tagged'];0,000;0,000;0,506;395;395;395;12;12;12;[('diferencial - AQ0CS0', 1), ('mismo - PI0MS000', 1)];[('diferencial - NCMS000', 1), ('mismo - AQ0MS0', 1)];[('[ AQ0CS0 : NCMS000 ]', 1), ('[ PI0MS000 : AQ0MS0 ]', 1)];['[ AQ0CS0 - diferencial : NCMS000 - diferencial ]', '[ PI0MS000 - mismo : AQ0MS0 - mismo ]'];
['es-S1130-05582014000300006-1.txt_tagged'];0,000;0,000;1,295;386;386;386;12;12;12;[('postoperatoria3 - AQ0FS0', 1), ('junto - RG', 1), ('ha - NC00000', 1), ('integrum - AQ0MS0', 1), ('denervación-reinervación - NCFS000', 1)];[('postoperatoria3 - NC00000', 1), ('junto - VMIP1S0', 1), ('ha - VAIP3S0', 1), ('integrum - NC00000', 1), ('denervación-reinervación - NC00000', 1)];[('[ AQ0FS0 : NC00000 ]', 1), ('[ RG : VMIP1S0 ]', 1), ('[ NC00000 : VAIP3S0 ]', 1), ('[ AQ0MS0 : NC00000 ]', 1), ('[ NCFS000 : NC00000 ]', 1)];['[ AQ0FS0 - postoperatoria3 : NC00000 - postoperatoria3 ]', '[ RG - junto : VMIP1S0 - junto ]', '[ NC00000 - ha : VAIP3S0 - ha ]', '[ AQ0MS0 - integrum : NC00000 - integrum ]', '[ NCFS000 - denervación-reinervación : NC00000 - denervación-reinervación ]'];
['S0210-48062006000300015-1.txt_tagged'];0,000;0,000;2,244;401;401;401;11;11;11;[('guía - NCFS000', 4), ('derecha - AQ0FS0', 1), ('afecta - AQ0FS0', 1), ('largo - AQ0MS0', 1), ('ancho - AQ0MS0', 1), ('paciente - AQ0CS0', 1)];[('guía - NCCS000', 4), ('derecha - NCFS000', 1), ('afecta - VMIP3S0', 1), ('largo - RG', 1), ('ancho - NCMS000', 1), ('paciente - NCCS000', 1)];[('[ NCFS000 : NCCS000 ]', 4), ('[ AQ0FS0 : NCFS000 ]', 1), ('[ AQ0FS0 : VMIP3S0 ]', 1), ('[ AQ0MS0 : RG ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1), ('[ AQ0CS0 : NCCS000 ]', 1)];['[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - afecta : VMIP3S0 - afecta ]', '[ AQ0MS0 - largo : RG - largo ]', '[ AQ0MS0 - ancho : NCMS000 - ancho ]', '[ NCFS000 - guía : NCCS000 - guía ]', '[ NCFS000 - guía : NCCS000 - guía ]', '[ NCFS000 - guía : NCCS000 - guía ]', '[ NCFS000 - guía : NCCS000 - guía ]', '[ AQ0CS0 - paciente : NCCS000 - paciente ]'];
['es-S0365-66912008000100007-1.txt_tagged'];0,000;0,000;0,592;169;169;169;10;10;10;[('A - NCFS000', 1)];[('A - SPS00', 1)];[('[ NCFS000 : SPS00 ]', 1)];['[ NCFS000 - A : SPS00 - A ]'];
['es-S0004-06142005001000011-3.txt_tagged'];0,000;0,000;0,752;399;399;399;16;16;16;[('Febrero - NCMS000', 1), ('derechos - AQ0MS0', 1), ('ha - NC00000', 1)];[('Febrero - NP00000', 1), ('derechos - NCMP000', 1), ('ha - VAIP3S0', 1)];[('[ NCMS000 : NP00000 ]', 1), ('[ AQ0MS0 : NCMP000 ]', 1), ('[ NC00000 : VAIP3S0 ]', 1)];['[ NCMS000 - Febrero : NP00000 - Febrero ]', '[ AQ0MS0 - derechos : NCMP000 - derechos ]', '[ NC00000 - ha : VAIP3S0 - ha ]'];
['S1130-01082008000900015-1.txt_tagged'];0,000;0,000;2,553;235;235;235;10;10;10;[('derecha - AQ0FS0', 2), ('paciente - AQ0CS0', 1), ('Exploración - NCFS000', 1), ('mecánica - AQ0FS0', 1), ('alta - NCFS000', 1)];[('derecha - NCFS000', 2), ('paciente - NCCS000', 1), ('Exploración - NP00000', 1), ('mecánica - NCFS000', 1), ('alta - AQ0FS0', 1)];[('[ AQ0FS0 : NCFS000 ]', 3), ('[ AQ0CS0 : NCCS000 ]', 1), ('[ NCFS000 : NP00000 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1)];['[ AQ0CS0 - paciente : NCCS000 - paciente ]', '[ NCFS000 - Exploración : NP00000 - Exploración ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - mecánica : NCFS000 - mecánica ]', '[ NCFS000 - alta : AQ0FS0 - alta ]'];
['S1130-05582008000300004-1.txt_tagged'];0,000;0,000;1,320;303;303;303;14;14;14;[('derecho - AQ0MS0', 1), ('inferior.46 - AQ0MS0', 1), ('preservarlo.1 - VMN0000+PP3CNA00', 1), ('XIIIa - Z', 1)];[('derecho - NCMS000', 1), ('inferior.46 - NC00000', 1), ('preservarlo.1 - NC00000', 1), ('XIIIa - NP00000', 1)];[('[ AQ0MS0 : NCMS000 ]', 1), ('[ AQ0MS0 : NC00000 ]', 1), ('[ VMN0000+PP3CNA00 : NC00000 ]', 1), ('[ Z : NP00000 ]', 1)];['[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0MS0 - inferior.46 : NC00000 - inferior.46 ]', '[ VMN0000+PP3CNA00 - preservarlo.1 : NC00000 - preservarlo.1 ]', '[ Z - XIIIa : NP00000 - XIIIa ]'];
['es-S1139-76322010000600010-1.txt_tagged'];0,000;0,000;0,563;355;355;355;16;16;16;[('verdes1 - AQ0MP0', 1), ('medio - AQ0MS0', 1)];[('verdes1 - NC00000', 1), ('medio - NCMS000', 1)];[('[ AQ0MP0 : NC00000 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1)];['[ AQ0MP0 - verdes1 : NC00000 - verdes1 ]', '[ AQ0MS0 - medio : NCMS000 - medio ]'];
['S0365-66912004001200010-2.txt_tagged'];0,000;0,000;0,000;234;234;234;9;9;9;[];[];[];[];
['S0365-66912004000900009-1.txt_tagged'];0,000;0,000;1,038;289;289;289;13;13;13;[('derecho - AQ0MS0', 1), ('llama - NCFS000', 1), ('cuenta - VMIP3S0', 1)];[('derecho - NCMS000', 1), ('llama - VMIP3S0', 1), ('cuenta - NCFS000', 1)];[('[ AQ0MS0 : NCMS000 ]', 1), ('[ NCFS000 : VMIP3S0 ]', 1), ('[ VMIP3S0 : NCFS000 ]', 1)];['[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ NCFS000 - llama : VMIP3S0 - llama ]', '[ VMIP3S0 - cuenta : NCFS000 - cuenta ]'];
['es-S1139-76322010000100009-1.txt_tagged'];0,000;0,000;2,381;294;294;294;12;12;12;[('incisivos - NCMP000', 3), ('centrales - AQ0CP0', 2), ('conoide - AQ0CS0', 1), ('laterales - AQ0CP0', 1)];[('incisivos - AQ0MP0', 3), ('centrales - NCFP000', 2), ('conoide - NCMS000', 1), ('laterales - NCMP000', 1)];[('[ NCMP000 : AQ0MP0 ]', 3), ('[ AQ0CP0 : NCFP000 ]', 2), ('[ AQ0CS0 : NCMS000 ]', 1), ('[ AQ0CP0 : NCMP000 ]', 1)];['[ NCMP000 - incisivos : AQ0MP0 - incisivos ]', '[ AQ0CP0 - centrales : NCFP000 - centrales ]', '[ AQ0CS0 - conoide : NCMS000 - conoide ]', '[ NCMP000 - incisivos : AQ0MP0 - incisivos ]', '[ AQ0CP0 - centrales : NCFP000 - centrales ]', '[ NCMP000 - incisivos : AQ0MP0 - incisivos ]', '[ AQ0CP0 - laterales : NCMP000 - laterales ]'];
['S0211-69952014000400020-1.txt_tagged'];0,000;0,000;0,629;159;159;159;6;6;6;[('izquierda - AQ0FS0', 1)];[('izquierda - NCFS000', 1)];[('[ AQ0FS0 : NCFS000 ]', 1)];['[ AQ0FS0 - izquierda : NCFS000 - izquierda ]'];
['S1134-80462009000200004-1.txt_tagged'];0,000;0,000;1,045;287;287;287;11;11;11;[('alta - NCFS000', 1), ('epidural - NCFS000', 1), ('I - Z', 1)];[('alta - AQ0FS0', 1), ('epidural - AQ0CS0', 1), ('I - NC00000', 1)];[('[ NCFS000 : AQ0FS0 ]', 1), ('[ NCFS000 : AQ0CS0 ]', 1), ('[ Z : NC00000 ]', 1)];['[ NCFS000 - alta : AQ0FS0 - alta ]', '[ NCFS000 - epidural : AQ0CS0 - epidural ]', '[ Z - I : NC00000 - I ]'];
['es-S1699-695X2014000200007-1.txt_tagged'];0,437;0,000;1,310;458;458;460;14;14;14;[('3a - AO0FS0', 2), ('mal - AQ0CS0', 1), ('Digestivo - NCMS000', 1), ('izquierda - AQ0FS0', 1), ('postcompresión - RG', 1)];[('3 - Z', 2), ('mal - RG', 1), ('Digestivo - NP00000', 1), ('izquierda - NCFS000', 1), ('postcompresión - NCFS000', 1)];[('[ AO0FS0 : Z ]', 2), ('[ AQ0CS0 : RG ]', 1), ('[ NCMS000 : NP00000 ]', 1), ('[ AQ0FS0 : NCFS000 ]', 1), ('[ RG : NCFS000 ]', 1)];['[ AQ0CS0 - mal : RG - mal ]', '[ NCMS000 - Digestivo : NP00000 - Digestivo ]', '[ AO0FS0 - 3a : Z - 3 ]', '[ AO0FS0 - 3a : Z - 3 ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ RG - postcompresión : NCFS000 - postcompresión ]'];
['S0004-06142006000500012-1.txt_tagged'];0,000;0,000;2,222;450;450;450;16;16;16;[('derecha - AQ0FS0', 2), ('derecho - AQ0MS0', 2), ('alta - NCFS000', 2), ('Ecografía - NCFS000', 1), ('10x10 - Z', 1), ('cava - NFCS000', 1), ('Oncología - NCFS000', 1)];[('derecha - NCFS000', 2), ('derecho - NCMS000', 2), ('alta - AQ0FS0', 2), ('Ecografía - NP00000', 1), ('10x10 - NC00000', 1), ('cava - NCCS000', 1), ('Oncología - NP00000', 1)];[('[ NCFS000 : NP00000 ]', 2), ('[ AQ0FS0 : NCFS000 ]', 2), ('[ AQ0MS0 : NCMS000 ]', 2), ('[ NCFS000 : AQ0FS0 ]', 2), ('[ Z : NC00000 ]', 1), ('[ NFCS000 : NCCS000 ]', 1)];['[ NCFS000 - Ecografía : NP00000 - Ecografía ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ Z - 10x10 : NC00000 - 10x10 ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ NFCS000 - cava : NCCS000 - cava ]', '[ NCFS000 - alta : AQ0FS0 - alta ]', '[ NCFS000 - alta : AQ0FS0 - alta ]', '[ NCFS000 - Oncología : NP00000 - Oncología ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]'];
['es-S1130-63432014000500008-1.txt_tagged'];0,000;0,000;0,268;373;373;373;10;10;10;[('Paciente - NCCS00', 1)];[('Paciente - NCCS000', 1)];[('[ NCCS00 : NCCS000 ]', 1)];['[ NCCS00 - Paciente : NCCS000 - Paciente ]'];
['es-S0210-48062006000200018-1.txt_tagged'];0,000;0,000;1,714;175;175;175;9;9;9;[('Paciente - NCMS000', 1), ('ulcus - NCMS000', 1), ('izquierda - AQ0FS0', 1)];[('Paciente - NCCS000', 1), ('ulcus - NC00000', 1), ('izquierda - NCFS000', 1)];[('[ NCMS000 : NCCS000 ]', 1), ('[ NCMS000 : NC00000 ]', 1), ('[ AQ0FS0 : NCFS000 ]', 1)];['[ NCMS000 - Paciente : NCCS000 - Paciente ]', '[ NCMS000 - ulcus : NC00000 - ulcus ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]'];
['es-S0212-16112007000800011-1.txt_tagged'];0,000;0,000;0,478;837;837;837;25;25;25;[('subtotal - AQ0CS0', 1), ('ciego - NCMS000', 1), ('resistente - AQ0FS0', 1), ('ha - NC00000', 1)];[('subtotal - NCMS000', 1), ('ciego - AQ0MS0', 1), ('resistente - NCMS000', 1), ('ha - VAIP3S0', 1)];[('[ AQ0CS0 : NCMS000 ]', 1), ('[ NCMS000 : AQ0MS0 ]', 1), ('[ AQ0FS0 : NCMS000 ]', 1), ('[ NC00000 : VAIP3S0 ]', 1)];['[ AQ0CS0 - subtotal : NCMS000 - subtotal ]', '[ NCMS000 - ciego : AQ0MS0 - ciego ]', '[ AQ0FS0 - resistente : NCMS000 - resistente ]', '[ NC00000 - ha : VAIP3S0 - ha ]'];
['S1130-05582007000600006-1.txt_tagged'];0,000;0,000;1,587;441;441;441;16;16;16;[('izquierda - AQ0FS0', 2), ('5x7 - Z', 2), ('5x5 - Z', 1), ('indeterminados - VMP00PM', 1), ('misma - PI0FS000', 1)];[('izquierda - NCFS000', 2), ('5x7 - NC00000', 2), ('5x5 - NC00000', 1), ('indeterminados - AQ0MP0', 1), ('misma - AQ0FS0', 1)];[('[ Z : NC00000 ]', 3), ('[ AQ0FS0 : NCFS000 ]', 2), ('[ VMP00PM : AQ0MP0 ]', 1), ('[ PI0FS000 : AQ0FS0 ]', 1)];['[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ Z - 5x5 : NC00000 - 5x5 ]', '[ VMP00PM - indeterminados : AQ0MP0 - indeterminados ]', '[ Z - 5x7 : NC00000 - 5x7 ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ Z - 5x7 : NC00000 - 5x7 ]', '[ PI0FS000 - misma : AQ0FS0 - misma ]'];
['S0004-06142006000500002-4.txt_tagged'];0,000;0,000;2,128;376;376;376;19;19;19;[('Urólogo - NCMS000', 1), ('lateralizado - VMP00SM', 1), ('ecografía-doppler - NCFS000', 1), ('doppler - NP00000', 1), ('Testículo - NCMS000', 1), ('vicentina - NCFS000', 1), ('Rete - NCFS000', 1), ('testis - AQ0CS0', 1)];[('Urólogo - NP00000', 1), ('lateralizado - AQ0MS0', 1), ('ecografía-doppler - NC00000', 1), ('doppler - NC00000', 1), ('Testículo - NP00000', 1), ('vicentina - AQ0FS0', 1), ('Rete - VMM03S0', 1), ('testis - NC00000', 1)];[('[ NCMS000 : NP00000 ]', 2), ('[ VMP00SM : AQ0MS0 ]', 1), ('[ NCFS000 : NC00000 ]', 1), ('[ NP00000 : NC00000 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ NCFS000 : VMM03S0 ]', 1), ('[ AQ0CS0 : NC00000 ]', 1)];['[ NCMS000 - Urólogo : NP00000 - Urólogo ]', '[ VMP00SM - lateralizado : AQ0MS0 - lateralizado ]', '[ NCFS000 - ecografía-doppler : NC00000 - ecografía-doppler ]', '[ NP00000 - doppler : NC00000 - doppler ]', '[ NCMS000 - Testículo : NP00000 - Testículo ]', '[ NCFS000 - vicentina : AQ0FS0 - vicentina ]', '[ NCFS000 - Rete : VMM03S0 - Rete ]', '[ AQ0CS0 - testis : NC00000 - testis ]'];
['es-S0004-06142005000900015-1.txt_tagged'];0,000;0,000;1,020;196;196;196;8;8;8;[('paciente - AQ0CS0', 1), ('ha - NC00000', 1)];[('paciente - NCCS000', 1), ('ha - VAIP3S0', 1)];[('[ AQ0CS0 : NCCS000 ]', 1), ('[ NC00000 : VAIP3S0 ]', 1)];['[ AQ0CS0 - paciente : NCCS000 - paciente ]', '[ NC00000 - ha : VAIP3S0 - ha ]'];
['S0211-69952014000200016-1.txt_tagged'];0,000;10,000;0,379;264;264;264;10;10;9;[('Gastroenterología - NCFS000', 1)];[('Gastroenterología - NP00000', 1)];[('[ NCFS000 : NP00000 ]', 1)];['[ NCFS000 - Gastroenterología : NP00000 - Gastroenterología ]'];
